Al,Co,Fe,Ni,Si,Mn,Cr,Mo,Ti,Cu,Zr,V,Nb,Sn,Zn,Ta,Hf,W,B,C,FCC,BCC,IM
0.2,0,0.2,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,1,0,1
0.25,0,0,0.25,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0
0.225,0,0.15,0.2,0,0,0,0,0.225,0.2,0,0,0,0,0,0,0,0,0,0,1,0,1
0.2,0,0.2,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,1,0,1
0.25,0,0,0.25,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0
0.225,0,0.15,0.2,0,0,0,0,0.225,0.2,0,0,0,0,0,0,0,0,0,0,1,0,1
0.2,0,0.2,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,1,0,1
0.2,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.123,0.175,0.352,0.175,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.123,0.175,0.352,0.175,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.123,0.175,0.352,0.175,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.0938,0.2266,0.2266,0.2266,0,0,0.2266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.125,0.2188,0.2188,0.2188,0,0,0.2188,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.1563,0.2109,0.2109,0.2109,0,0,0.2109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0.1875,0.2031,0.2031,0.2031,0,0,0.2031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.2188,0.1953,0.1953,0.1953,0,0,0.1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.25,0.1875,0.1875,0.1875,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.2,0.2,0.2,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.1818,0.1818,0.1818,0,0,0.1818,0,0.0909,0.1818,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.1724,0.1724,0.1724,0,0,0.1724,0,0.1379,0.1724,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0.1667,0.1667,0.1667,0,0,0.1667,0,0.1667,0.1667,0,0,0,0,0,0,0,0,0,0,1,0,1
0.0909,0.1818,0.1818,0.1818,0,0,0.1818,0,0,0.1818,0,0,0,0,0,0,0,0,0,0,1,0,0
0.087,0.175,0.175,0.175,0,0,0.175,0,0.035,0.175,0,0,0,0,0,0,0,0,0,0,1,0,0
0.084,0.169,0.169,0.169,0,0,0.169,0,0.067,0.169,0,0,0,0,0,0,0,0,0,0,1,1,1
0.081,0.163,0.163,0.163,0,0,0.163,0,0.098,0.163,0,0,0,0,0,0,0,0,0,0,1,1,1
0.079,0.158,0.158,0.158,0,0,0.158,0,0.126,0.158,0,0,0,0,0,0,0,0,0,0,1,1,1
0.076,0.153,0.153,0.153,0,0,0.153,0,0.153,0.153,0,0,0,0,0,0,0,0,0,0,1,1,1
0.074,0.149,0.149,0.149,0,0,0.149,0,0.179,0.149,0,0,0,0,0,0,0,0,0,0,1,1,1
0.072,0.144,0.144,0.144,0,0,0.144,0,0.202,0.144,0,0,0,0,0,0,0,0,0,0,1,1,1
0.07,0.141,0.141,0.141,0,0,0.141,0,0.225,0.141,0,0,0,0,0,0,0,0,0,0,1,1,1
0.068,0.137,0.137,0.137,0,0,0.137,0,0.246,0.137,0,0,0,0,0,0,0,0,0,0,1,1,1
0.066,0.133,0.133,0.133,0,0,0.133,0,0.266,0.133,0,0,0,0,0,0,0,0,0,0,1,1,1
0.091,0.303,0.303,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.2,0.2,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0.25,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1111,0.2222,0.2222,0.2222,0,0,0.2222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.1639,0.1639,0.1639,0.3443,0,0,0.1639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.1639,0.1639,0.1639,0.3443,0,0,0.1639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.1639,0.1639,0.1639,0.3443,0,0,0.1639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.1639,0.1639,0.1639,0.3443,0,0,0.1639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.1639,0.1639,0.1639,0.3443,0,0,0.1639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0.2727,0.1818,0.2727,0,0,0.1818,0,0.0909,0,0,0,0,0,0,0,0,0,0,0,1,1,0
